0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-3.953125,-4.90625,-4.625,-3.34375,-3.640625,-4.8125,-3.875,-3.25,-4.28125,-4.8125,-4.0625,-4.09375,-4.9375,-5.625,-4.21875,-5.0,-4.6875,-5.03125,-2.828125,-3.9375,-3.0,-3.046875,-4.3125,-2.3125,-1.9296875,-4.875,-3.78125,-3.25,-1.4296875,-4.59375,-0.41796875,-3.984375
-4.9375,-4.96875,-4.625,-5.1875,-2.96875,-3.609375,-4.34375,-4.6875,-4.90625,-2.96875,-3.78125,-5.34375,-5.59375,-3.5,-3.265625,-5.6875,-4.5,-2.703125,-4.84375,-3.875,-4.875,-4.71875,-4.75,-2.25,-4.78125,-0.63671875,-1.3515625,-1.6484375,-4.625,-4.5625,-3.859375,-4.3125
-3.703125,-5.875,-4.53125,-4.28125,-3.59375,-4.96875,-4.8125,-4.4375,-4.375,-4.03125,-2.921875,-3.359375,-3.921875,-5.875,-3.875,-5.25,-4.84375,-5.5,-5.5,-3.515625,-4.84375,-4.375,-5.0625,-2.796875,0.328125,-4.71875,-4.9375,-4.6875,-0.79296875,-3.046875,-1.734375,-2.984375
-4.5625,-4.84375,-4.34375,-5.53125,-3.875,-5.5625,-5.375,-4.09375,-1.8359375,-5.09375,-5.3125,-4.625,-5.84375,-3.765625,-2.953125,-4.0,-5.53125,-5.375,-5.09375,-3.59375,-4.96875,-2.953125,-4.6875,-1.5859375,-2.515625,-4.53125,-4.625,-4.6875,-3.484375,-5.03125,-2.828125,-4.46875
-4.84375,-3.25,-5.96875,-2.609375,-4.78125,-4.78125,-5.125,-4.1875,-1.9921875,-3.703125,-4.9375,-4.03125,-5.53125,-5.71875,-4.125,-4.8125,-4.34375,-1.703125,-5.40625,-4.90625,-3.75,-5.0,-5.34375,-3.078125,-3.125,-2.046875,-4.8125,-3.28125,-1.5859375,-1.390625,0.2333984375,-4.96875
-4.125,-5.125,-4.5625,-3.28125,-5.4375,-4.78125,-3.78125,-4.96875,-5.03125,-3.265625,-4.21875,-3.71875,-4.0625,-3.875,-4.78125,-4.40625,-2.296875,-5.0,-4.1875,-5.375,-3.046875,-4.625,-2.84375,-2.203125,-4.65625,-3.21875,-1.109375,-3.515625,-0.625,-1.5078125,-4.09375,-2.828125
-10.125,-4.71875,-5.40625,-4.21875,-4.5,-3.765625,-4.53125,-3.265625,-1.0,-4.1875,-4.15625,-1.75,-5.5625,-2.578125,-5.4375,-5.125,-5.1875,-4.875,-2.25,-5.125,-3.53125,-0.390625,-4.375,-4.09375,-0.59375,-4.78125,-4.40625,-5.0625,-2.28125,-2.328125,-3.0625,-2.484375
-4.40625,-5.03125,-3.515625,-4.8125,-3.3125,-4.21875,-3.8125,-3.5,-4.5,-3.53125,-4.0,-3.828125,-6.46875,-3.453125,-4.21875,-4.625,-5.8125,-4.5625,-4.59375,-5.21875,-4.1875,-3.984375,-1.078125,-4.78125,-4.6875,-5.09375,-4.84375,-2.75,-0.58203125,-2.140625,-4.5625,-4.65625
-4.1875,-4.5,-4.34375,-3.328125,-3.640625,-3.84375,-5.03125,-4.5625,-2.046875,-5.4375,-4.9375,-2.640625,-5.75,-3.90625,-5.6875,-3.9375,-4.71875,-4.09375,-4.5625,-2.265625,-3.375,-2.828125,-3.421875,-4.46875,-4.34375,-4.84375,-4.75,-4.15625,-4.375,-4.625,0.12109375,-4.46875
-6.84375,-4.71875,-4.71875,-3.59375,-4.8125,-4.5625,-2.953125,-2.953125,-5.3125,-4.46875,-4.65625,-1.328125,-5.78125,-3.140625,-5.1875,-4.78125,-3.09375,-4.71875,-5.28125,-4.96875,-4.5,-3.453125,-4.1875,-5.28125,-3.78125,-4.25,-2.75,-4.4375,-1.5078125,-2.84375,0.578125,-3.796875
-4.34375,-5.5625,-5.09375,-4.6875,-5.625,-3.328125,-3.4375,-4.78125,-3.109375,-5.4375,-4.5,-2.640625,-5.8125,-4.625,-3.734375,-3.9375,-5.09375,-4.0,-4.0625,-3.96875,-2.828125,-4.46875,-5.0,-4.09375,-4.84375,-2.546875,-4.8125,-2.984375,-1.9765625,-4.8125,-3.78125,-2.1875
-7.28125,-3.015625,-5.34375,-2.390625,-4.96875,-4.25,-5.125,-3.65625,-5.15625,-4.71875,-4.46875,-4.25,-4.0625,-5.28125,-4.75,-5.0,-3.078125,-4.03125,-3.25,-2.328125,-4.75,-4.25,-4.40625,-2.796875,-4.59375,-3.8125,-5.28125,-4.625,-3.109375,-1.1171875,-2.40625,-0.83203125
-4.78125,-5.09375,-3.640625,-3.5625,-5.34375,-2.921875,-1.8671875,-4.78125,-2.515625,-4.5625,-2.859375,-2.890625,-3.859375,-1.890625,-4.125,-4.8125,-5.40625,-3.28125,-1.2265625,-4.28125,-5.03125,-2.0625,-2.609375,-2.4375,-4.71875,-3.015625,-4.40625,-2.171875,-4.96875,-1.6875,-2.609375,0.84765625
-5.0625,-4.5,-5.375,-4.75,-3.90625,-5.0625,-5.09375,-4.9375,-1.4453125,-5.15625,-5.3125,-4.09375,-5.8125,-4.84375,-4.09375,-4.90625,-2.3125,-4.875,-2.96875,-4.65625,-2.1875,-2.5,-5.34375,-4.09375,-2.484375,-4.65625,-0.7734375,-4.6875,-5.0625,-4.46875,-3.28125,-2.28125
-3.921875,-3.78125,-4.65625,-4.40625,-4.71875,-3.296875,-2.796875,-5.0,-4.9375,-3.4375,-3.0625,-4.03125,-3.5,-1.34375,-6.0,-3.71875,-5.78125,-4.15625,-3.21875,-5.0625,-4.75,-4.8125,-5.40625,-5.03125,-2.421875,-4.9375,-4.53125,-3.875,-4.875,-0.8125,-3.484375,-2.5625
-3.5,-5.3125,-5.40625,-4.75,-4.84375,-5.59375,-2.671875,-4.84375,-4.84375,-2.765625,-6.0,-4.71875,-3.234375,-4.28125,-4.125,-5.375,-5.375,-1.6640625,-4.25,-4.65625,-4.125,-5.15625,-1.84375,-4.8125,-3.8125,-2.328125,-2.75,-3.765625,-3.265625,-0.6484375,-4.03125,-2.6875
-4.03125,-4.8125,-4.59375,-4.0625,-4.09375,-4.3125,-5.25,-3.78125,-4.8125,-4.625,-4.375,-2.453125,-3.03125,-3.3125,-3.46875,-3.359375,-4.25,-3.875,-5.3125,-4.96875,-1.703125,-4.34375,-5.8125,-2.984375,-4.5,-4.71875,-0.76953125,-3.96875,-1.0,-4.8125,-1.3671875,-3.46875
-4.65625,-4.625,-4.59375,-6.0625,-4.875,-3.25,-3.546875,-3.515625,-5.03125,-4.9375,-3.953125,-3.578125,-2.28125,-5.8125,-4.875,-4.8125,-4.75,-3.015625,-5.03125,-4.6875,-3.5625,-3.703125,-4.875,-2.5625,-3.75,-3.203125,-3.75,-1.75,-3.515625,-2.875,-1.8984375,-2.734375
-4.1875,-4.78125,-3.4375,-4.40625,-1.0859375,-1.921875,-3.875,-1.7421875,-0.5703125,-2.625,-5.5625,-4.4375,-5.09375,-4.8125,-4.4375,-4.21875,-5.59375,-5.0,-2.796875,-2.890625,-5.21875,-4.78125,-4.75,-2.21875,-3.421875,-2.484375,-4.8125,-4.09375,-3.40625,-4.65625,-3.328125,-2.625
-3.40625,-5.90625,-6.28125,-1.6640625,-2.71875,-3.796875,-5.0,-4.375,-4.25,-2.796875,-3.453125,-5.03125,-5.5625,-4.1875,-4.6875,-3.671875,-5.0,-5.15625,-4.84375,-2.171875,-2.28125,-4.8125,-4.15625,-4.09375,-4.625,-4.8125,-0.5078125,-1.359375,-2.6875,-0.62890625,-5.125,0.83203125
-3.4375,-5.3125,-4.5625,-5.90625,-2.390625,-5.0,-3.6875,-6.9375,-2.25,-3.640625,-4.84375,-5.59375,-4.71875,-3.765625,-5.0625,-4.1875,-5.875,-4.375,-5.71875,-2.375,-1.4375,-4.25,-5.09375,-5.0,-3.375,-4.625,-4.75,-3.625,-2.078125,-1.7109375,-2.515625,0.032470703125
-11.5,-4.96875,-5.125,-4.78125,-5.40625,-3.296875,-5.375,-3.375,-3.546875,-5.0,-2.078125,-2.78125,-4.5625,-1.296875,-5.4375,-3.421875,-5.1875,-3.1875,-3.21875,-4.25,-3.515625,-5.15625,-4.5,-4.78125,-5.25,-0.7578125,-4.6875,-4.75,-0.859375,-4.875,0.421875,1.4609375
-4.65625,-4.21875,-3.6875,-2.921875,-4.5,-5.90625,-4.21875,-3.328125,-3.21875,-2.59375,-3.6875,-4.0,-5.21875,-4.65625,-3.125,-4.4375,-2.46875,-4.53125,-5.375,-3.1875,-5.8125,-1.4765625,-1.3515625,-5.0,-3.578125,-1.4609375,-3.265625,-3.734375,-0.62890625,-4.46875,-1.421875,-1.5078125
-5.0625,-2.34375,-5.59375,-4.6875,-1.9296875,-3.1875,-4.75,-3.59375,-1.7890625,-5.3125,-2.359375,-3.515625,-5.46875,-3.453125,-4.15625,-5.21875,-5.4375,-5.09375,-4.75,-5.375,-4.84375,-3.03125,-1.9140625,-6.34375,-5.0,-5.1875,-3.265625,-5.28125,-2.125,-1.2734375,-1.015625,-3.546875
-3.796875,-3.859375,-4.71875,-4.5625,-2.5625,-4.46875,-5.5,-2.0625,-4.5,-2.90625,-2.4375,-5.71875,-5.40625,-3.640625,-2.671875,-4.8125,-3.5625,-3.578125,-1.9375,-5.0,-5.3125,-4.90625,-3.15625,-1.0234375,-5.3125,-4.4375,-4.375,-3.21875,-4.5,-3.875,-0.55078125,-4.25
-4.53125,-4.90625,-4.4375,-1.9296875,-3.359375,-5.125,-4.75,-5.375,-1.71875,-5.15625,-3.359375,-4.625,-3.265625,-5.25,-4.40625,-4.375,-3.265625,-2.703125,-5.4375,-3.46875,-4.375,-4.96875,-1.7109375,-3.015625,-4.84375,-5.65625,-4.6875,-2.46875,-3.484375,-3.390625,-0.8046875,-4.5
-1.8828125,-3.65625,-4.71875,-4.125,-4.71875,-3.0625,-2.953125,-4.9375,-5.03125,-5.375,-4.96875,-4.65625,-4.9375,-4.84375,-3.203125,-4.03125,-3.875,-2.9375,-5.28125,-2.9375,-6.0,-2.984375,-4.96875,-1.796875,-4.40625,-2.84375,-3.984375,-4.71875,-5.28125,-2.703125,-3.46875,-3.9375
-3.640625,-4.53125,-4.09375,-4.5,-2.875,-4.15625,-2.640625,-4.125,-4.71875,-4.65625,-4.1875,-5.6875,-2.796875,-5.09375,-5.375,-5.75,-2.84375,-5.5,-3.546875,-2.390625,-3.25,-3.453125,-4.875,-4.25,-3.859375,-1.0546875,-5.625,-1.1171875,-4.125,-1.609375,-2.296875,0.1806640625
-14.875,-5.21875,-4.96875,-5.3125,-4.125,-4.5,-5.375,-3.703125,-1.671875,-3.09375,-2.734375,-4.125,-6.03125,-4.78125,-3.578125,-3.109375,-3.25,-4.53125,-4.28125,-2.6875,-4.5625,-4.125,-3.5,-3.15625,-3.109375,-4.875,-1.8515625,-2.25,-2.265625,-4.59375,-2.15625,0.91015625
-5.15625,-4.53125,-5.46875,-5.40625,-4.9375,-1.6640625,-0.875,-3.5,-3.453125,-5.84375,-3.8125,-4.71875,-5.21875,-4.625,-4.09375,-4.75,-6.21875,-5.78125,-3.3125,-2.515625,-3.140625,-2.1875,-4.96875,-3.4375,-4.40625,-5.125,-4.71875,-1.9921875,-3.28125,-0.828125,-1.1015625,-3.359375
-4.90625,-3.90625,-2.5625,-4.21875,-5.125,-4.28125,-5.0625,-4.15625,-4.09375,-4.6875,-3.125,-5.46875,-2.0625,-3.828125,-2.703125,-5.625,-1.8046875,-2.375,-6.1875,-5.71875,-2.078125,-3.234375,-5.0625,-4.25,-4.3125,-4.8125,-1.328125,0.5234375,-3.828125,-0.51953125,-4.625,-4.375
-3.765625,-5.34375,-4.125,-3.359375,-4.8125,-3.890625,-3.265625,-5.53125,-2.3125,-4.5625,-4.75,-4.28125,-5.09375,-5.53125,-4.40625,-3.640625,-5.03125,-3.328125,-5.96875,-0.88671875,-3.53125,-5.0625,-3.25,-1.359375,-1.7421875,-3.3125,-4.1875,-1.234375,-4.6875,-0.69140625,-2.296875,-3.859375
